TNAME	SUBKINGDOM	INFRAKINGDOM	SUPERPHYLUM	PHYLUM	SUBPHYLUM	INFRAPHYLUM	SUPERCLASS	CLASS	SUBCLASS	INFRACLASS	SUPERORDER	ORDER	SUBORDER	INFRAORDER	SUPERFAMILY	FAMILY	SUBFAMILY	TRIBE	SUBTRIBE	GENUS	SPECIES	NUMOCC	otufin	otufin2
OULIMNIUS.LATIUSCULUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	ELATERIFORMIA	BYRRHOIDEA	ELMIDAE	NA	NA	NA	OULIMNIUS	OULIMNIUS.LATIUSCULUS	560	OULIMNIUS.LATIUSCULUS	OULIMNIUS.LATIUSCULUS
OULIMNIUS.NITIDULUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	ELATERIFORMIA	BYRRHOIDEA	ELMIDAE	NA	NA	NA	OULIMNIUS	OULIMNIUS.NITIDULUS	158	OULIMNIUS.NITIDULUS	OULIMNIUS.NITIDULUS
OULIMNIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	ELATERIFORMIA	BYRRHOIDEA	ELMIDAE	NA	NA	NA	OULIMNIUS	NA	277	OULIMNIUS	NA
STENELMIS.CRENATA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	ELATERIFORMIA	BYRRHOIDEA	ELMIDAE	NA	NA	NA	STENELMIS	STENELMIS.CRENATA	352	STENELMIS.CRENATA	STENELMIS.CRENATA
STENELMIS.MERA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	ELATERIFORMIA	BYRRHOIDEA	ELMIDAE	NA	NA	NA	STENELMIS	STENELMIS.MERA	26	STENELMIS.MERA	STENELMIS.MERA
STENELMIS.SANDERSONI	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	ELATERIFORMIA	BYRRHOIDEA	ELMIDAE	NA	NA	NA	STENELMIS	STENELMIS.SANDERSONI	40	STENELMIS.SANDERSONI	STENELMIS.SANDERSONI
STENELMIS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	ELATERIFORMIA	BYRRHOIDEA	ELMIDAE	NA	NA	NA	STENELMIS	NA	470	STENELMIS	NA
ELMIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	ELATERIFORMIA	BYRRHOIDEA	ELMIDAE	NA	NA	NA	NA	NA	13	ELMIDAE	NA
ECTOPRIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	ELATERIFORMIA	BYRRHOIDEA	PSEPHENIDAE	EUBRIINAE	NA	NA	ECTOPRIA	NA	370	ECTOPRIA	ECTOPRIA
PSEPHENUS.HERRICKI	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	ELATERIFORMIA	BYRRHOIDEA	PSEPHENIDAE	PSEPHENINAE	NA	NA	PSEPHENUS	PSEPHENUS.HERRICKI	546	PSEPHENUS.HERRICKI	PSEPHENUS.HERRICKI
ANCHYTARSUS.BICOLOR	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	ELATERIFORMIA	BYRRHOIDEA	PTILODACTYLIDAE	ANCHYTARSINAE	NA	NA	ANCHYTARSUS	ANCHYTARSUS.BICOLOR	27	ANCHYTARSUS.BICOLOR	ANCHYTARSUS.BICOLOR
SCIRTIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	ELATERIFORMIA	SCIRTOIDEA	SCIRTIDAE	NA	NA	NA	NA	NA	7	SCIRTIDAE	SCIRTIDAE
HELOPHORUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HELOPHORIDAE	NA	NA	NA	HELOPHORUS	NA	10	HELOPHORUS	HELOPHORUS
HYDROCHUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HYDROCHIDAE	NA	NA	NA	HYDROCHUS	NA	8	HYDROCHUS	HYDROCHUS
ANACAENA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HYDROPHILIDAE	HYDROPHILINAE	ANACAENINI	NA	ANACAENA	NA	31	ANACAENA	ANACAENA
CRENITIS.DIGESTA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HYDROPHILIDAE	HYDROPHILINAE	ANACAENINI	NA	CRENITIS	CRENITIS.DIGESTA	1	CRENITIS.DIGESTA	CRENITIS.DIGESTA
PARACYMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HYDROPHILIDAE	HYDROPHILINAE	ANACAENINI	NA	PARACYMUS	NA	8	PARACYMUS	PARACYMUS
BEROSUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HYDROPHILIDAE	HYDROPHILINAE	BEROSINI	NA	BEROSUS	NA	4	BEROSUS	BEROSUS
CYMBIODYTA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HYDROPHILIDAE	HYDROPHILINAE	HYDROPHILINI	NA	CYMBIODYTA	NA	10	CYMBIODYTA	CYMBIODYTA
ENOCHRUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HYDROPHILIDAE	HYDROPHILINAE	HYDROPHILINI	NA	ENOCHRUS	NA	4	ENOCHRUS	ENOCHRUS
HYDROBIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HYDROPHILIDAE	HYDROPHILINAE	HYDROPHILINI	NA	HYDROBIUS	NA	14	HYDROBIUS	HYDROBIUS
TROPISTERNUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HYDROPHILIDAE	HYDROPHILINAE	HYDROPHILINI	NA	TROPISTERNUS	NA	92	TROPISTERNUS	TROPISTERNUS
LACCOBIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HYDROPHILIDAE	HYDROPHILINAE	LACCOBIINI	NA	LACCOBIUS	NA	4	LACCOBIUS	LACCOBIUS
SPERCHOPSIS.TESSELLATA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HYDROPHILIDAE	HYDROPHILINAE	SPERCHOPSINI	NA	SPERCHOPSIS	SPERCHOPSIS.TESSELLATA	3	SPERCHOPSIS.TESSELLATA	SPERCHOPSIS.TESSELLATA
HYDROPHILIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	HYDROPHILOIDEA	HYDROPHILIDAE	NA	NA	NA	NA	NA	12	HYDROPHILIDAE	NA
HYDRAENA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	STAPHYLINOIDEA	HYDRAENIDAE	HYDRAENINAE	HYDRAENINI	NA	HYDRAENA	NA	6	HYDRAENA	HYDRAENA
GYMNOCHTHEBIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	STAPHYLINOIDEA	HYDRAENIDAE	OCHTHEBIINAE	OCHTHEBIINI	OCHTHEBIINA	GYMNOCHTHEBIUS	NA	4	GYMNOCHTHEBIUS	GYMNOCHTHEBIUS
OCHTHEBIUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	STAPHYLINOIDEA	HYDRAENIDAE	OCHTHEBIINAE	OCHTHEBIINI	OCHTHEBIINA	OCHTHEBIUS	NA	3	OCHTHEBIUS	OCHTHEBIUS
STAPHYLINIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	COLEOPTERA	POLYPHAGA	STAPHYLINIFORMIA	STAPHYLINOIDEA	STAPHYLINIDAE	NA	NA	NA	NA	NA	25	STAPHYLINIDAE	STAPHYLINIDAE
CANACEIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	CANACEIDAE	NA	NA	NA	NA	NA	1	CANACEIDAE	CANACEIDAE
DOLICHOPODIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	DOLICHOPODIDAE	NA	NA	NA	NA	NA	19	DOLICHOPODIDAE	DOLICHOPODIDAE
CLINOCERA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	EMPIDIDAE	CLINOCERINAE	NA	NA	CLINOCERA	NA	3	CLINOCERA	EMPIDIDAE
ROEDERIODES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	EMPIDIDAE	CLINOCERINAE	NA	NA	ROEDERIODES	NA	10	ROEDERIODES	EMPIDIDAE
WIEDEMANNIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	EMPIDIDAE	CLINOCERINAE	NA	NA	WIEDEMANNIA	NA	2	WIEDEMANNIA	EMPIDIDAE
CHELIFERA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	EMPIDIDAE	HEMERODROMIINAE	HEMERODROMIINI	NA	CHELIFERA	NA	6	CHELIFERA	EMPIDIDAE
HEMERODROMIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	EMPIDIDAE	HEMERODROMIINAE	HEMERODROMIINI	NA	HEMERODROMIA	NA	51	HEMERODROMIA	EMPIDIDAE
NEOPLASTA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	EMPIDIDAE	HEMERODROMIINAE	HEMERODROMIINI	NA	NEOPLASTA	NA	9	NEOPLASTA	EMPIDIDAE
OREOGETON	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	EMPIDIDAE	OREOGETONINAE	NA	NA	OREOGETON	NA	16	OREOGETON	EMPIDIDAE
EMPIDIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	EMPIDIDAE	NA	NA	NA	NA	NA	675	EMPIDIDAE	EMPIDIDAE
EPHYDRIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	EPHYDRIDAE	NA	NA	NA	NA	NA	20	EPHYDRIDAE	EPHYDRIDAE
MUSCIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	MUSCIDAE	NA	NA	NA	NA	NA	42	MUSCIDAE	MUSCIDAE
PHORIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	PHORIDAE	NA	NA	NA	NA	NA	7	PHORIDAE	PHORIDAE
SCIOMYZIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	SCIOMYZIDAE	NA	NA	NA	NA	NA	15	SCIOMYZIDAE	SCIOMYZIDAE
SYRPHIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	MUSCOMORPHA	NA	SYRPHIDAE	NA	NA	NA	NA	NA	6	SYRPHIDAE	SYRPHIDAE
STRATIOMYIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	STRATIOMYOMORPHA	NA	STRATIOMYIDAE	NA	NA	NA	NA	NA	19	STRATIOMYIDAE	STRATIOMYIDAE
ATHERIX	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	TABANOMORPHA	NA	ATHERICIDAE	NA	NA	NA	ATHERIX	NA	558	ATHERIX	ATHERIX
PELECORHYNCHIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	TABANOMORPHA	NA	PELECORHYNCHIDAE	NA	NA	NA	NA	NA	2	PELECORHYNCHIDAE	PELECORHYNCHIDAE
TABANIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	BRACHYCERA	TABANOMORPHA	NA	TABANIDAE	NA	NA	NA	NA	NA	88	TABANIDAE	TABANIDAE
BLEPHARICERA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	BLEPHARICEROMORPHA	NA	BLEPHARICERIDAE	BLEPHARICERINAE	BLEPHARICERINI	NA	BLEPHARICERA	NA	9	BLEPHARICERA	BLEPHARICERA
NYMPHOMYIIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	BLEPHARICEROMORPHA	NA	NYMPHOMYIIDAE	NA	NA	NA	NA	NA	8	NYMPHOMYIIDAE	NYMPHOMYIIDAE
ALLUAUDOMYIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CERATOPOGONIDAE	CERATOPOGONINAE	CERATOPOGONINI	NA	ALLUAUDOMYIA	NA	2	ALLUAUDOMYIA	ALLUAUDOMYIA
CERATOPOGON	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CERATOPOGONIDAE	CERATOPOGONINAE	CERATOPOGONINI	NA	CERATOPOGON	NA	23	CERATOPOGON	CERATOPOGON
CULICOIDES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CERATOPOGONIDAE	CERATOPOGONINAE	CULICOIDINI	NA	CULICOIDES	NA	23	CULICOIDES	CULICOIDES
PALPOMYIINI	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CERATOPOGONIDAE	CERATOPOGONINAE	PALPOMYIINI	NA	NA	NA	719	PALPOMYIINI	PALPOMYIINI
MALLOCHOHELEA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CERATOPOGONIDAE	CERATOPOGONINAE	SPHAEROMIINI	NA	MALLOCHOHELEA	NA	2	MALLOCHOHELEA	MALLOCHOHELEA
PROBEZZIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CERATOPOGONIDAE	CERATOPOGONINAE	SPHAEROMIINI	NA	PROBEZZIA	NA	16	PROBEZZIA	PROBEZZIA
SPHAEROMIAS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CERATOPOGONIDAE	CERATOPOGONINAE	SPHAEROMIINI	NA	SPHAEROMIAS	NA	19	SPHAEROMIAS	SPHAEROMIAS
DASYHELEA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CERATOPOGONIDAE	DASYHELEINAE	NA	NA	DASYHELEA	NA	11	DASYHELEA	DASYHELEA
ATRICHOPOGON	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CERATOPOGONIDAE	FORCIPOMYIINAE	NA	NA	ATRICHOPOGON	NA	1	ATRICHOPOGON	ATRICHOPOGON
FORCIPOMYIA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CERATOPOGONIDAE	FORCIPOMYIINAE	NA	NA	FORCIPOMYIA	NA	1	FORCIPOMYIA	FORCIPOMYIA
CERATOPOGONIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CERATOPOGONIDAE	NA	NA	NA	NA	NA	39	CERATOPOGONIDAE	NA
CHAOBORIDAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHAOBORIDAE	NA	NA	NA	NA	NA	11	CHAOBORIDAE	CHAOBORIDAE
ASHEUM.BECKAE	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	ASHEUM	ASHEUM.BECKAE	1	ASHEUM.BECKAE	ASHEUM.BECKAE
CHIRONOMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	CHIRONOMUS	NA	56	CHIRONOMUS	CHIRONOMUS
CLADOPELMA	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	CLADOPELMA	NA	2	CLADOPELMA	CLADOPELMA
CRYPTOCHIRONOMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	CRYPTOCHIRONOMUS	NA	98	CRYPTOCHIRONOMUS	CRYPTOCHIRONOMUS
CRYPTOTENDIPES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	CRYPTOTENDIPES	NA	1	CRYPTOTENDIPES	CRYPTOTENDIPES
DEMICRYPTOCHIRONOMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	DEMICRYPTOCHIRONOMUS	NA	17	DEMICRYPTOCHIRONOMUS	DEMICRYPTOCHIRONOMUS
DICROTENDIPES	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	DICROTENDIPES	NA	82	DICROTENDIPES	DICROTENDIPES
ENDOCHIRONOMUS	BILATERIA	PROTOSTOMIA	ECDYSOZOA	ARTHROPODA	HEXAPODA	NA	NA	INSECTA	PTERYGOTA	NEOPTERA	HOLOMETABOLA	DIPTERA	NEMATOCERA	CULICOMORPHA	NA	CHIRONOMIDAE	CHIRONOMINAE	CHIRONOMINI	NA	ENDOCHIRONOMUS	NA	25	ENDOCHIRONOMUS	ENDOCHIRONOMUS
